000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000001;000001;00001;00001;1;1;00001
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000002;000002;00002;00002;2;2;00002
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000003;000003;00003;00003;3;3;00003
000004;000004;00004;00004;4;4;00004
000004;000004;00004;00004;4;4;00004
000004;000004;00004;00004;4;4;00004
000004;000004;00004;00004;4;4;00004
000004;000004;00004;00004;4;4;00004
000004;000004;00004;00004;4;4;00004
000006;000006;00006;00006;6;6;00006
000006;000006;00006;00006;6;6;00006
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000007;000007;00007;00007;7;7;00007
000008;000008;00008;00008;8;8;00008
000008;000008;00008;00008;8;8;00008
000009;000009;00009;00009;9;9;00009
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000010;000010;00010;00010;0;0;00010
000011;000011;00011;00011;1;1;00011
000012;000012;00012;00012;2;2;00012
000012;000012;00012;00012;2;2;00012
000013;000013;00013;00013;3;3;00013
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000014;000014;00014;00014;4;4;00014
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000015;000015;00015;00015;5;5;00015
000017;000017;00017;00017;7;7;00017
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000018;000018;00018;00018;8;8;00018
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000020;000020;00020;00020;0;0;00020
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000021;000021;00021;00021;1;1;00021
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000022;000022;00022;00022;2;2;00022
000023;000023;00023;00023;3;3;00023
000023;000023;00023;00023;3;3;00023
000023;000023;00023;00023;3;3;00023
000023;000023;00023;00023;3;3;00023
000024;000024;00024;00024;4;4;00024
000024;000024;00024;00024;4;4;00024
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000025;000025;00025;00025;5;5;00025
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000026;000026;00026;00026;6;6;00026
000027;000027;00027;00027;7;7;00027
000027;000027;00027;00027;7;7;00027
000027;000027;00027;00027;7;7;00027
000027;000027;00027;00027;7;7;00027
000027;000027;00027;00027;7;7;00027
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000029;000029;00029;00029;9;9;00029
000030;000030;00030;00030;0;0;00030
000030;000030;00030;00030;0;0;00030
000030;000030;00030;00030;0;0;00030
000030;000030;00030;00030;0;0;00030
000030;000030;00030;00030;0;0;00030
000030;000030;00030;00030;0;0;00030
000031;000031;00031;00031;1;1;00031
000031;000031;00031;00031;1;1;00031
000032;000032;00032;00032;2;2;00032
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000033;000033;00033;00033;3;3;00033
000034;000034;00034;00034;4;4;00034
000034;000034;00034;00034;4;4;00034
000034;000034;00034;00034;4;4;00034
000034;000034;00034;00034;4;4;00034
000034;000034;00034;00034;4;4;00034
000034;000034;00034;00034;4;4;00034
000035;000035;00035;00035;5;5;00035
000036;000036;00036;00036;6;6;00036
000036;000036;00036;00036;6;6;00036
000036;000036;00036;00036;6;6;00036
000036;000036;00036;00036;6;6;00036
000038;000038;00038;00038;8;8;00038
000039;000039;00039;00039;9;9;00039
000039;000039;00039;00039;9;9;00039
000039;000039;00039;00039;9;9;00039
000040;000040;00040;00040;0;0;00040
